source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,teff_val,a_g_val
4421572868783602304,229.60826036687763,0.45115122188241585,2.080235226724852,0.7554874402653575,,,18.320505,,,,"NOT_AVAILABLE",,
4421573315458434816,229.66133732464328,20.658777256332183,2.0959362102310357,35.10127728917736,,,18.71266,,,,"NOT_AVAILABLE",,
4421573212376895104,229.62661419479602,2.232215367119759,2.10288459563456,3.0399263996102825,,,18.354128,,,,"NOT_AVAILABLE",,
4421572971862343296,229.6232666702632,2.4723736284315763,2.089428605085882,1.2169117490663488,,,18.066124,,,,"NOT_AVAILABLE",,
4421572044148629760,229.6417193344691,10.07450778964442,2.0569861785793107,2.576732523186093,,,18.675959,,,,"NOT_AVAILABLE",,
4421573384176504448,229.64758620304784,0.2538333040331929,2.104893301886323,0.23565170500718693,-1.4018490961804921,0.33072536321732215,18.029749,,,,"NOT_AVAILABLE",,
4421573006218257792,229.63656564284426,1.189307706773747,2.0968362827057048,0.6349859554225952,,,17.949299,,,,"NOT_AVAILABLE",,
4421572112864056064,229.67016912139212,10.2775707493433,2.069368798030679,4.430427608315818,,,18.786154,,,,"NOT_AVAILABLE",,
4421571941065179392,229.63455836951601,0.52693736674323,2.037328394778862,0.48492992327689033,-0.5008644907799857,0.7502597885988925,19.326513,,,,"NOT_AVAILABLE",,
4421572765702384896,229.61032610462675,17.447613412906076,2.0664658740421697,29.779606912466512,,,18.18107,0.74550056,,,"NOT_AVAILABLE",,
4421572971858347008,229.63075967786327,56.83658348849211,2.0866810010226273,31.602555697666933,,,17.15005,,,,"NOT_AVAILABLE",,
4421573006218368512,229.63786039219204,0.916980601235426,2.1049566907812176,1.1523880996743199,,,17.947882,0.77482986,,,"NOT_AVAILABLE",,
4421572903142725248,229.64147461115294,0.09686690020024769,2.08321295556579,0.17325286668639903,-0.11602284279832632,0.08378071956833777,14.647669,0.6645527,,,"NOT_AVAILABLE",5095.6333,
4421572834423382272,229.6039570193996,2.359810211216977,2.073693444904567,1.397874275140822,,,17.836557,,,,"NOT_AVAILABLE",,
4421572834420690816,229.59974328243035,0.3208708466009701,2.0750441559674218,0.369267993373528,-0.8040237499116222,0.43306502301138605,18.505861,,,,"NOT_AVAILABLE",,
4421571941065179264,229.63479164198276,23.549359624470448,2.0368841128022632,11.7252594318553,,,19.78627,,,,"NOT_AVAILABLE",,
4421572177292623616,229.65142609038344,0.2252835492681142,2.0767964125858156,0.1860833132923238,-2.33597406963897,0.25650871506370027,16.61039,0.6756859,,,"NOT_AVAILABLE",5095.6333,
4421571769269834496,229.66661740221025,22.203035241986022,2.041804964144077,26.022595149339345,,,20.618683,,,,"NOT_AVAILABLE",,
4421573349817630080,229.66457002021258,0.5016216914898506,2.1048007711862877,1.1943882291455623,,,18.60652,,,,"NOT_AVAILABLE",,
4421572903138567296,229.6357128134368,0.6732013633043414,2.0794791608768097,1.660717741749946,,,16.547535,,,,"NOT_AVAILABLE",,
4421573418535129344,229.66515575857926,0.29174346221304875,2.1154199965189604,0.34649712994670806,0.6509479053905848,0.3871256961146943,18.715025,0.75525856,,,"NOT_AVAILABLE",,
4421573384175293568,229.64947891076233,0.9120212504827118,2.101168092141587,0.4878839131614193,,,18.154858,,,,"NOT_AVAILABLE",,
